ORF	Gene	Total Intensity 488nm	Mean Intensity 488nm	Total Intensity 561nm	Mean Intensity 561nm	Cell Count
YML036W	CGI121	225361.7767851727	195.62316647009268	137221.90444060657	119.35147603622578	2374
YLR233C	EST1	219049.23083894877	195.63078228773585	114737.46760040431	104.27392131738544	2968
YNL242W	ATG2	224692.23977530512	195.6591786719311	127166.7728155061	111.87769448312994	2786
YMR275C	BUL1	177159.98266666668	195.67937666666666	250679.96486666668	302.7063745	60
YBR213W	MET8	218421.34635126378	195.73185086519766	133140.59213026572	120.25371329552819	3086
YMR272W-B	YMR272W-B	222548.24063105055	195.7655171889566	117605.42305127285	104.34592555037649	2789
YOR313C	SPS4	213016.3161717949	195.85787807179486	118384.18307076923	110.1381892	3900
YPR165W	RHO1	207543.2625940594	195.8802823582358	211309.9622112211	200.50209218721872	3333
YPL140C	MKK2	218620.20495808753	195.9050270878609	125963.2014945669	114.20961100279418	3221
YHR211W	FLO5	223810.84076249143	195.9219356810404	121839.58518822725	107.24608440793976	1461
YMR140W	SIP5	173754.42184210528	196.00153368421053	113947.89450000001	127.35722868421054	76
YOL078W	AVO1	224088.67938985038	196.12760144910533	121028.55970255207	107.29146887943679	3409
YKL002W	DID4	184033.27503448277	196.13706896551724	103924.06906896552	111.97338586206897	58
YOR307C	SLY41	230125.17318560608	196.16286472727273	124597.13980454546	108.12597623863637	2640
YHR028C	DAP2	222972.8600736728	196.3211582918021	152095.09267677861	134.31489711087036	2769
YOR348C	PUT4	215159.6089576733	196.38962499870166	118220.6039693586	109.17394532588938	3851
YMR058W	FET3	231575.65806254247	196.42217360299117	133007.92521414004	112.9251264921822	1471
YLR406C	RPL31B	173472.35081081084	196.71683797297297	199851.6622972973	232.6703405405405	74
YNL258C	DSL1	215050.99350560506	196.76883115837882	125594.91835757402	116.27584844495546	3479
YAL058W	CNE1	219467.38403798768	196.78187908110885	113961.67400308009	103.81961393223818	1948
YPR051W	MAK3	214434.14835900406	196.8650214968153	120418.66211407064	111.65820111754488	3454
YLR346C	CIS1	248397.98047094187	196.88828817134268	139300.84769338678	110.92266331162325	1996
YLR298C	YHC1	202924.79001169186	196.89519606946354	104568.41950137552	102.18662903713894	2908
YNL066W	SUN4	214346.73507274908	196.92381528211286	111495.56636446579	103.55797014165665	4165
YML031W	NDC1	305357.37511269486	197.00563286859688	164154.17551358574	110.84497771492205	2245
YJR004C	SAG1	218481.58622457855	197.01813554105493	119232.49265851006	108.34144493474714	3678
YHR142W	CHS7	213007.10022987414	197.027816364284	110383.83854001424	103.84219992875802	4211
YMR156C	TPP1	203627.7053263928	197.06949416994937	126482.24364546989	124.25277747326956	3554
YGR014W	MSB2	221007.75429422955	197.07477180722893	132982.32307609386	119.44354867786937	3154
YJR103W	URA8	225926.1695402299	197.0807968001483	123302.54651612903	108.20404842417501	2697
YJR096W	YJR096W	226934.08455641844	197.12859814070353	196237.31690634994	168.66835698492463	2189
YMR281W	GPI12	223548.80197632618	197.12914400701445	132049.4629294169	117.4285049890399	2281
YDR003W-A	YDR003W-A	222870.00629462543	197.2197274631022	114413.946267335	103.02467443609024	3591
YDR124W	YDR124W	196816.47814206683	197.36329545253375	112434.66141358708	113.41893387917682	4519
YHR090C	YNG2	208596.44391349662	197.37390369463262	113984.3194715998	108.56074956748307	1919
YNL093W	YPT53	219654.6363529412	197.4475518121442	139855.72119038584	126.39637070524984	3162
YHL042W	YHL042W	213667.6486566292	197.46983077078653	116413.24269348315	107.96937928089888	4450
YAL041W	CDC24	200555.42266872918	197.470835671109	104870.9695197525	104.05060834126607	4202
YLL025W	PAU17	225878.06156476043	197.47978626275116	118375.01735208655	104.053242503864	3235
YBR165W	UBS1	211694.361515041	197.48763790337284	108767.99545852325	102.10086762534183	2194
YOL051W	GAL11	220316.0944556818	197.6479486875	114010.46760909092	104.58383138068183	1760
YJL078C	PRY3	221026.3844508368	197.65816306485357	116455.03285564853	104.91337298640168	1912
YJR030C	YJR030C	210572.84680293006	197.68078205812856	107789.0604673913	102.93099963137996	4232
YPL259C	APM1	226224.06285442575	197.69078878200438	126045.95682662765	110.89450060351135	2734
YLR390W-A	CCW14	223794.47751558604	197.72087537718207	125229.22385286783	110.11311847568578	3208
YMR297W	PRC1	224457.7679968173	197.74143791215786	118321.50603628263	105.13514267027371	3142
YOL081W	IRA2	224355.61139189734	197.7789946329723	117958.55074849578	104.83340333333334	2493
YPR121W	THI22	246888.97446397468	197.81821426761678	137976.95171575612	111.27256819873318	2526
YHR149C	SKG6	217013.80273065326	197.83735598492464	115047.92989396985	106.46499979145729	3980
YOR260W	GCD1	223769.52119635628	197.91136290823212	137820.62343792172	122.67457281039137	2964
YOR389W	YOR389W	225867.29462749997	197.93246994166665	150478.36376833334	132.38725925416665	2400
YIL126W	STH1	227343.26446728111	197.9871488341014	129171.74794930876	113.5303333548387	2170
YDL040C	NAT1	216396.6197759749	198.0649386338655	117984.17506987699	109.624957110704	3821
YHL028W	WSC4	224955.8707851994	198.13960220567034	118101.05913407016	105.01409247477174	2081
YMR219W	ESC1	215711.7150280851	198.1449476212766	121224.64840510637	111.3773732638298	2350
YPR105C	COG4	216810.2903192563	198.23690459760954	128592.2924318725	118.71014556175298	3765
YGR161W-C	YGR161W-C	178626.97333333333	198.2737672	340401.0005866667	389.4057473333333	75
YGR264C	MES1	214680.32229852045	198.33761259791123	154745.5064029591	143.29258109225415	2298
YGL032C	AGA2	231693.6908191817	198.8934141267048	128901.98064232292	111.30890208534976	2273
YOR085W	OST3	208265.02541982642	198.9554534399269	114093.58838921881	109.23726367291	2189
YNR060W	FRE4	212922.33320510775	199.07931740223464	111325.12651077415	104.45395337190742	2506
YDR534C	FIT1	215805.08050605914	199.10757110518662	113756.9936839554	105.50368524963645	4126
YEL040W	UTR2	216541.77480645163	199.2597079032258	148895.91903225807	140.7006777419355	62
YNL158W	PGA1	236087.64227731092	199.26172822128854	120060.16458543418	102.55729066526611	1428
YPR029C	APL4	222129.96401617437	199.2829062939522	126939.45919198311	114.94786508790435	2844
YPL092W	SSU1	213532.51051720986	199.30465739567467	109515.14586780383	103.7196490039598	3283
YMR243C	ZRC1	217010.20385002706	199.382204415268	167904.67140768812	155.01233293448834	3694
YIR036C	IRC24	225218.40928806036	199.40771715046606	180271.4069214381	157.77560952063916	2253
YCR045C	RRT12	222036.34015197863	199.42773544792425	112946.6909366351	102.53497491138626	4119
YOR133W	EFT1	225372.39529206118	199.47109650400586	201537.32838892937	176.4934157756737	2746
YBR271W	EFM2	226481.5622967922	199.47642647140864	127967.56595202233	114.15435566248257	3585
YNL219C	ALG9	232729.39190387802	199.5459219688432	117905.1000464037	102.72501845210473	3017
YGR013W	SNU71	221011.99345640407	199.59932828923633	128449.32831930247	116.87533007817198	3326
YGR213C	RTA1	246020.09161533855	199.6332225584182	131158.97063511086	108.1219309706411	1669
YNL214W	PEX17	227133.15233429897	199.64784663093857	115436.08342526073	102.94680724507532	3452
YDR402C	DIT2	215863.8354329433	199.6616532988299	113751.46223492349	105.11375614761477	2222
YOR311C	DGK1	230880.30033204635	199.73056558301158	149164.55096447878	129.9958347799228	2590
YDL144C	YDL144C	225976.73548214286	199.84527402116402	116339.10346031746	103.37405535383597	3024
YLR194C	NCW2	221998.0589938246	200.15861897488676	113855.70778262659	103.0106104610951	2429
YDR541C	YDR541C	225483.94882085786	200.16666348191757	115751.6786761985	103.27278347350715	1189
YNL181W	YNL181W	221190.95032600994	200.24605940467757	162611.98974911412	148.93764141743443	1411
YPR030W	CSR2	226517.66189908594	200.26434991956123	117031.89391371114	104.72964351005484	2735
YOL132W	GAS4	219231.8535669059	200.32928639932462	122987.05744533558	112.07027791051075	2369
YIR003W	AIM21	233311.91957748221	200.36432373028146	144639.2708555521	125.4032314351995	3233
YBR139W	YBR139W	229030.82382793297	200.37835925139666	129769.23064283055	113.74380382495343	2685
YMR008C	PLB1	219968.22018062396	200.41772947923997	115847.12340370631	106.41239586206898	4263
YLR121C	YPS3	225744.80754313318	200.42443386473428	115737.78257004831	103.33956550034507	1449
YOR011W	AUS1	217875.7454451926	200.4588479935362	136585.32426178292	124.3251573309992	3713
YFL051C	YFL051C	228795.05001944266	200.51381637070642	122738.88398055735	108.58202663642254	1543
YIL136W	OM45	199831.1331298296	200.56085756179505	126696.06860763139	127.54915018478522	4167
YHL046C	PAU13	225959.12870873784	200.57133389563108	121699.15419174758	108.38416456310681	824
YFL048C	EMP47	231245.3564290067	200.57245102376598	139635.01633759902	121.47847412553321	1641
YKL110C	KTI12	202327.96683333334	200.57657400000002	132276.06693333332	132.25879683333332	60
YJR083C	ACF4	223778.66986948176	200.63282219577735	133400.62572360845	120.13481458733204	2605
YLR270W	DCS1	224732.0296870532	200.72179480540112	202943.36103733123	178.7517018864178	2518
YOR243C	PUS7	228847.27042951333	200.7695181098901	150137.42730172683	132.08554265306122	3185
YMR020W	FMS1	229003.94550595712	201.0222422875298	120262.6624813344	106.2233582525814	1259
YLR254C	NDL1	234281.4313737475	201.079448997996	119009.23803006012	103.101984749499	1996
YMR030W	RSF1	239132.78720398594	201.08764718053928	140318.0768722157	118.93646586752638	1706
YNL145W	MFA2	225887.53716472117	201.28031171206226	157013.50453501946	140.35632818741894	3084
YER085C	YER085C	229707.7407669814	201.36191063052087	115194.82848492233	102.9699019494365	3283
YJR046W	TAH11	229830.87337945492	201.3975129140461	134790.48219958073	118.20930543396226	2385
YDR055W	PST1	240255.67857514642	201.41892960312296	122020.25376968119	103.16242359141185	1537
YMR161W	HLJ1	183751.98051923077	201.4305851923077	259909.7885576923	291.6822298076923	104
YHR096C	HXT5	217917.8112157395	201.4746917933062	158752.0568525554	142.41486345997285	4422
YHR083W	SAM35	212045.69998880476	201.50835310174514	127552.06781494897	122.22389205465919	3037
YOL075C	YOL075C	218530.1594220645	201.54994040224784	113214.4350742384	105.77713173025732	3381
YNL146W	YNL146W	231752.50061515038	201.6149972668443	137359.6051800533	120.42073999238674	2627
YNL263C	YIF1	223929.25649610165	201.65345306959284	137477.05715853308	123.93438157377996	3463
YML126C	ERG13	220914.1792703369	201.66557543412762	158920.8374248151	145.70284867707477	3651
YJL095W	BCK1	213794.9426860263	201.7288950980392	116638.24150657731	111.50271930752048	4029
YGR019W	UGA1	212058.07526674573	201.75639486069946	153353.7908470658	146.74142053645525	3374
YPL221W	FLC1	219426.71838787876	201.85283219762846	110756.06562951252	102.95757400527009	3795
YKL064W	MNR2	183023.79955555557	201.8561967777778	129530.28893333334	146.57036633333334	90
YDL051W	LHP1	210198.17034762853	201.86446481113322	192480.42696165864	186.23215879295654	3521
YPL278C	YPL278C	218146.6055186156	202.07980015469326	131222.46910173047	121.53753217357105	3814
YNR050C	LYS9	228539.00908908973	202.18311449322144	118420.59814590059	105.32943733376372	3098
YOL083W	ATG34	216212.32070953437	202.19045735156445	154166.23598324708	143.34992795023405	4059
YOR093C	CMR2	241690.25238271605	202.19821209104938	125479.28156790124	106.14360164351851	1296
YPL265W	DIP5	228139.72818887723	202.27024906610703	131427.06897866385	116.3386989716684	2859
YIL078W	THS1	226605.96523802204	202.2728611170894	201331.91124775814	177.5322563310274	3903
YPL023C	MET12	214505.7064466829	202.44485914901006	126549.26115873567	120.24212642236888	2879
YJR133W	XPT1	233509.71334241788	202.44636738644306	177121.74555625438	152.79260917190774	2862
YBL108C-A	PAU9	227763.72476935934	202.44745148467968	115434.31115487465	103.68769140389972	3590
YML113W	DAT1	184431.55895348836	202.4555827906977	123127.89504651162	135.03793546511628	86
YDR159W	SAC3	200292.2543137255	202.59080000000003	142498.94090196077	156.31100078431373	51
YDR349C	YPS7	236318.01487396506	202.5940084176633	124552.24100275988	107.10369866605335	1087
YNL124W	NAF1	206153.45750521275	202.6408504057481	124698.30264468865	122.30322032403494	3549
YAL017W	PSK1	227670.36854169978	202.76151916203335	126918.72836854646	113.86477295869737	2518
YDL106C	PHO2	230861.1810191401	202.77291626352286	134685.58448099863	118.69775313453536	3605
YNR039C	ZRG17	228949.44569046784	202.82541435455505	115435.98698909603	103.59390429475906	2843
YOR246C	ENV9	226108.548518542	202.8562543074485	134754.67354611726	121.95955742630744	3155
YDR057W	YOS9	229117.30106037736	202.9037704716981	139447.99062264152	123.65392873584905	1060
YOR049C	RSB1	215433.53284834398	202.9941615920976	115593.12001220221	109.79186032248693	3442
YOL130W	ALR1	230723.26670014625	203.09767786445636	140214.61334275964	120.8364373622623	2051
YMR195W	ICY1	219007.35108224204	203.157879072813	109682.69779360922	102.78437603981142	1909
YOL122C	SMF1	223062.875737516	203.17285306017925	124384.50062419975	113.88779314980793	3124
YNL218W	MGS1	224777.5352482871	203.2237348319739	126271.10574290375	115.08897936052203	3065
YER184C	TOG1	222703.2036156184	203.3428667407061	123575.58659714753	114.01639733925649	4277
YHR086W-A	YHR086W-A	219011.66633061226	203.5083003367347	110316.03825969387	103.77051173979592	3920
YNL111C	CYB5	236592.16142886813	203.62955895119418	154953.4394818276	134.9032288888889	1926
YOR376W-A	YOR376W-A	236658.7148086725	203.65625834157476	117881.43855154052	102.5462381019399	2629
YNL061W	NOP2	235697.55882340574	203.78518800981078	133122.6770217239	115.69548642606868	2854
YPR036W	VMA13	219947.64015717886	203.85777455163728	183558.94431284635	169.2611115717884	3970
YHR156C	LIN1	206957.60455744682	203.91535360904254	118196.90344414893	117.39854006117021	3760
YNR066C	YNR066C	233024.98954193096	204.23269420718816	127881.84572093024	112.01849532064834	1419
YDL007C-A	YDL007C-A	236081.8234862385	204.2524896559633	133225.20146513762	115.5658033853211	2180
YNR061C	YNR061C	228719.86032800248	204.37218023831923	156448.27944057697	139.08492256506742	3189
YLL056C	YLL056C	223984.40686590038	204.39725583014047	118417.24704725415	108.19023546615583	1566
YPR017C	DSS4	171856.91088607596	204.41494670886078	115267.48040506328	137.6490398734177	79
YJL079C	PRY1	224361.0238305085	204.4384450282486	113073.15814197986	104.01716165315646	4071
YMR244W	YMR244W	223195.75326432663	204.47228492120345	113080.90405444126	104.37766677292262	2792
YMR238W	DFG5	229219.5280806015	204.50342827669172	124896.99698406016	112.31586641503759	3325
YGR187C	HGH1	235009.50899117763	204.74252218258533	158967.9057744534	137.96770185270424	2607
YNL183C	NPR1	225652.70150959754	204.83648244582042	131103.1148235294	119.2849970495356	3230
YLR447C	VMA6	186485.52365079365	204.83704714285713	198117.39634920636	235.14010111111114	63
YBR020W	GAL1	184325.0539534884	204.97341937984496	120184.75175193798	134.63327852713178	129
YIL005W	EPS1	223669.5830877339	204.9737242037422	128664.32353596673	117.65604717255717	2405
YIL053W	GPP1	200433.0478243	205.0244782892371	138049.4534169021	141.6450170690984	3893
YNL247W	YNL247W	245257.80300469484	205.0517279342723	520035.9107323944	428.0686933333334	213
YHL048W	COS8	248567.70992702295	205.07484550332688	120739.35994805754	102.63243148744365	4659
YBL081W	YBL081W	209346.43113863995	205.2106921349499	104680.21138376385	103.06376144702162	3794
YOR161W-B	YOR161W-B	210304.93691545576	205.2122487285337	104206.71634874503	101.91315536988111	3028
YHR005C	GPA1	233623.67961664073	205.3800444362364	229004.9346407465	198.92140683514774	2572
YFR048W	RMD8	231522.16586117382	205.4551844554176	116543.03982167043	105.01803485609481	3544
YGR072W	UPF3	218639.73752321725	205.47956567993367	120159.86405472638	113.45641073383084	2412
YNL192W	CHS1	221231.40232641838	205.6084381704574	122224.54063234192	114.82820845788554	4001
YDL082W	RPL13A	202880.00809201878	205.61571241784037	125990.11358685447	128.1976785258216	2130
YNR002C	ATO2	230675.34787533668	205.62870025779145	117769.0796544825	106.64268649095806	2599
YCR069W	CPR4	231585.42122129188	205.72253721889953	121959.34930861244	108.83731379784689	1672
YER028C	MIG3	244791.16917758985	205.72933226215645	122001.13637209302	104.04201074524313	1892
YML073C	RPL6A	237263.87055384615	205.75964172469637	208240.8743611336	178.16666284210527	1235
YIL156W-B	YIL156W-B	226502.47632372388	205.77601800317376	114271.28934355991	104.7381212536366	3781
